"id","text","source","label"
4755,"Okay my 21st birthday is in less than a month and this is me telling my friends to throw me a surprise roller skate party pls https://t.co/6E0YVsSnrc","twitter",1
4756,"@james_c_ashe Yeah I did hairdryer+fridge! Soldering would make more sense than just software aye. 13yo YouTubers didn't really help haha.","twitter",0
4757,"@AcrylicPouring I got blocked from my painting group on Facebook today. I legit feel like crying. I didn't do anything wrong and now I've lost contact with 80,000 people who share the same passion as me. I'm 36 years old and I still feel like I'm the unpopular girl in high school","twitter",1
4758,"I remember my 20th birthday was coming up and she kept saying “bitch we gonna turn the fuck up!” Sadly she didn’t get to celebrate with me :( but I know she was there with all of us","twitter",0
4759,"Only rahul can destroy pak  bcos who can destroy 130 years of congress then pak is just 67 years old  #BoycottPakOrNot","twitter",0
4760,"@JAmy208 @james_andersen0 @badangeljo @PennyOCanada @RobinOCanada He was a good and smart 20 years old guy who wont come home anymore.","twitter",0
4761,"when will the 16y/o guys @ my school look like this https://t.co/oqieuzAGmD","twitter",0
4762,"It's amazing to see just how much our love has grown since high school. Growing up and trying to figure life out with him since 12yrs old","twitter",0
4763,"I'm not trying to be mean or anything but when I hear anyone over the age of 18 w awful grammar...my soul dies a little for them","twitter",0
4764,"Going to a club tonight for the very first time in my 24 years of life. We’ll see how this goes LOLOL","twitter",1
4765,"Would be a perfect 30th birthday present for my hubby!  https://t.co/qmMizGcUwo","twitter",0
4766,"How fucking lame am I not doing anything on my 21st bday. 😑","twitter",1
4767,"It just hit me... Ima be 27yrs old next month, god willing. Damn near pushing 30","twitter",1
4768,"@Schwarzenegger This year I turn 47 - and every time I join a new gym I think about that day. It can still hear him… https://t.co/f0Q4ZQG0Bs","twitter",1
4769,"Ian lying it's sooo up for my 18th birthday 😛😛😂🤘🏽😏","twitter",1
4770,"At the age of 21 I'm watching the seed d chucky and thinking WHAT THE FUCK WERE THEY THINKING?! HAHAHAHAHA","twitter",1
4771,"Wow, 18 years have gone by quick! We're celebrating our 18th birthday today. Check out how we party, iVenture style: https://t.co/k8hSCfJTM8 #iVenture18 https://t.co/Mq0CaVk480","twitter",0
4772,"As you walk around your home to change your clocks back 1 hour, don’t forget to check your #smoke and #carbonmonoxide alarms to make sure they are working.  Change the batteries in alarms without 10 year batteries now.  Replace alarms over 10 years old.  #FireIsEveryonesFight https://t.co/yGUMQMGZFG","twitter",0
4773,"#birthdaygifts #bestbirthdayever #big40 #orlando #florida @ Enclave Suites Orlando https://t.co/ixBAHSpMQo","twitter",1
4774,"I am officially 8864 days old todayWhich is 1266 weeks and 2 days.24 years , 14 weeks and 1 day.291.2 months. 24.27 years old. 💭💭💭🙏🏽","twitter",1
4775,"Suddenly I just realized that me and my friends are turning 18 in a few months and quite honestly I'm scared...","twitter",1
4776,"Outdoor training begins tomorrow (Friday 21st) at 6.30pm. All abilities welcome from age 13 upwards! #buildthebridge","twitter",0
4777,"omg quit shittin bricks over the weather, it's gonna be back to 70 in a week.","twitter",0
4778,"@mundanematt I like you coz you're the first person I've come across over the age of 14 &amp; say you like Adam Sandler with no guilt/sympathy👍🏻","twitter",0
4779,"So caitlin is getting me a cake that says happy 18th birthday psycho bitch and i am so pumped","twitter",1
4780,"I mean, the 61 year old was really old-looking. My mother at 70 looks better.","twitter",0
4781,"@MerlinYYC @cityofcalgary @nenshi As an Arborist, I would guestimate from those pics, those trees were, minimum, 25/30 years old.","twitter",0
4782,"37yo man in critical condition after head on collision on Sunbury Rd, Tullamarine about 9pm. @VictoriaPolice hoping to speak to witnesses.","twitter",0
4783,"Btw..I quietly turned 30 yesterday. Defying my age. #covergirl #imreallynot16","twitter",1
4784,"Next Wednesday, March 29th we are holding our 12th annual Golf Tournament! Spots are filling up… https://t.co/A82jTKdiNJ","twitter",0
4785,"Happy 18th Birthday Leonora! ☺️💘👑🍻🎉 Thank you for tonight 😘💃🏼 http://t.co/T8tkxDRNcL","twitter",0
4786,"One More Month &amp; I'll Be 21 Years Old 😇🙌🏾💯","twitter",1
4787,"Sue Darling, RN closing out the event with a workshop on ""Spring Cleaning"" your health. Tips: get a #HCP &amp; make your wishes known; see your eye 👁 doctor every year; get a flu shot annually because the strain of the flu changes; get a shingles vaccine after age 60 https://t.co/GeNQgR6oli","twitter",0
4788,"HELP CELEBRATE TRUMPS 71 BIRTHDAYLOOKING FORWARD TO SEEING TRUMPSETTLED IN A COMFY NEW NESTAWAY FROM HIS PAIN &amp; SUFFERINGANGER &amp; HATRED https://t.co/UyImoIu2AO","twitter",0
4789,"Happy Birthday @OL_English, 66 years old! #teamOL https://t.co/zSfOH96TbK","twitter",0
4790,"@Niqabi_Mami My Mom had me at 19 and got her tubes tied at 27, I’m an only child😩","twitter",0
4791,"propagandhi's supporting caste turns 10 years old today. i can't even begin to explain how important this album was for me in high school and when i put it on now, it is still one of the best albums i've ever heard. top top top tier punk shit.https://t.co/pLwyRgRBId","twitter",0
4792,"@ReadingFC hi I see Brentford tickets are on sale I'm 24 years old  how much is it for me","twitter",1
4793,"exactly two months til my 21st birthday &amp; im not even excited smh ...","twitter",1
4794,"#Mars is now (17h28m02s UT) culminating at 02°49'36.3'' #Sagittarius conjunct #mediumcoeli at Tirana, AL","twitter",0
4795,"Happy Birthday goes out to IceCube! He turned 48 today!! 🎈🎉🎁 https://t.co/g3WzDI106J","twitter",0
4796,"@grafliche @MustachePatriot @StefanMolyneux New flash freezing techniques have a 90-95% success rate for thawing. Better if frozen before age 36.","twitter",0
4797,"I genuinely think a lot of y'all are waiting on the well toned, mudding, raise the kid you had at 18, I work for my dad, I just lifted my truck, head ass nigga. Or a black guy who sells drugs 😂 Get a nigga with a degree. For you and your kid 😒😂","twitter",0
4798,"Contagious with chickenpox at 46yrs of age (seriously???)  but able to stop myself scratching my back by reading these beauties from @MargueriteKaye @RNAtweets #TuesNews https://t.co/VpPmAVLE7f","twitter",1
4799,"Cognitive behavioral therapy with adjunct drug therapy is effective at 80 to 90 percent. Paruresis","twitter",0
4800,"I'm convinced that some of y'all think you know it all at the age of 18.","twitter",0
4801,"Everybody turning 21 and I’m past that feeling old as shit 🙃","twitter",0
4802,"21 in 5 days🎉🎈🍾","twitter",1
4803,"@CutlerTamayo @dc_tribune I love you spoon.I turned 50 last Wednesday. It hurts. It really does.","twitter",1
4804,"Y’all was having sex at 14?","twitter",0
4805,"47 of them led by Tom Cotton.  Then they invited Netanyahu in a highly unusual manner without consulting Obama, to speak to Congress.  It was one of the worst things I’ve witnessed in my 40 years of voting. https://t.co/9HzEi4Bthb","twitter",0
4806,"ENRIQUEGIL AT 24 What is this place?  #DolceAmoreHopiaNoMore","twitter",0
4807,"Listen I’m tryna be Cam fine momma until the age 97 you hear me lmao https://t.co/WzR08fLPXK","twitter",0
4808,"[jikook au] - 𝚙𝚕𝚎𝚊𝚜𝚞𝚛𝚎jeon jungkook just turned 18, so his friends decided to take him to where any 18 year old would want to go for his birthday. a strip club. little did he know that the stripper he would find on his lap was his high school crush, park jimin. https://t.co/WnjLkAWhYl","twitter",0
4809,"Man I'm turning 21 😭 soon","twitter",1
4810,"I'm gunnu be 20 years old and I'm such a lil pus when it comes to taking medicine and getting shots","twitter",1
4811,"today i am golden bc it's my golden bday idk if i shoved that down ur throats enough yet","twitter",0
4812,"News Update on my blog: Prince Philip, husband of Britain's Queen Elizabeth II, to retire from Royal duties at 95 https://t.co/fdTff6dfXk","twitter",0
4813,"What should I do for my 20th birthday🤔","twitter",1
4814,"Gordie Howe, Former NHL Star, Dies at Age 88 https://t.co/VRcFnULe7N","twitter",0
4815,"12 years old with a smart phone? Is that normal? https://t.co/E7UgUP5Nqd","twitter",0
4816,"Who's going to shoot 59 tomorrow? @PGATOUR @PGATOURCanada @ChampionsTour","twitter",0
4817,"Wondering wtf I did to be turning 50 on Friday the 13 th.  Do praise it and dance with the witches or hide like a lil bitch and not show my face https://t.co/fTJ6o29ArC","twitter",1
4818,"@Harry_Styles ❂thank you for your endless compassion&amp;love! my bday is in ˏˋ9ˎˊ˗ days, &amp; i'd be so happy if you ˏˋFOLLOWEDˎˊ me!—42.521","twitter",0
4819,"28 years old today. Been getting hoops in the NBA for YEARS. As teammates, and opponents. Happy birthday @MookMorris2 &amp; @Keefmorris! https://t.co/GhC3muX7nE","twitter",1
4820,"@AngryBlackLady Because I was certainly the same person at 19 that I was at 38?","twitter",0
4821,"40+ yr old man keeps leaving comments on my 19 yo sisters fb pics like ""damn"", ""hot"", ""permission to swoon"". Dude lay off my sis ya creep! 😖","twitter",0
4822,"Happiest Fiftyth Birthday to You Papa🎈🎂🎉💕#papa#50yearsold #birthday — celebrating 50th Birthday","twitter",0
4823,"Hey 👋This cutie with a radiant smile is here to join my mission to kiss 30 beautiful women before I turn 30 on May 30th. She was on a hiatus after injuring her ankle, but she’s back now and hornier than ever! Please book this adorable sweetie @RealKyraRose— #27 for  #30before30! https://t.co/XLyUB9hqR0","twitter",0
4824,"11 more days till my bday and 13 more days till Jeremiahs 🙊","twitter",0
4825,"@MOGBrian @Unknown_Johnson it can be done. Outlaw religion before age of 16. Try convincing adults of your delusions.","twitter",0
4826,"Watching Elizabeth at 90 is like sitting in the lounge with a good friend, the Queen is so amazing and interesting woman. Well done @BBC!","twitter",0
4827,"@MarysMeanders @Outlandish_UK I started at 22 and read one after another. I couldn't put them down, just brilliant 📚❤️","twitter",0
4828,"@amandablount2 Indra Lal RoyBorn 2nd December 1898The only Indian 'flying ace' of WW1, with 10 credited victories, scored in a mere 170 hours of flying time. Killed in action in 1918 at the age of 19. https://t.co/1wTGg03swd","twitter",0
4829,"THE SONG CALIFORNIA GIRLS IS 7 FUCKIN YEARS OLD OH MY GOD WHAG RHE HELL WAS I SINGINF AT THE AGE OF 11","twitter",0
4830,"Let the 14y/o do some flying today.... #IFly https://t.co/KsmRufoeMQ","twitter",0
4831,"For my 20th birthday I'm gonna have a chola/ cholo themed party 🤘🏻","twitter",1
4832,"Dad got interviewed about his playing days in our hometown gym. At 96, he's a SD basketball pioneer. #blessed https://t.co/X9CqSeiTfP","twitter",0
4833,"Happy Birthday to my lil sis Leigh!! 😎😘🎈🎉 @ The Big 1-7 https://t.co/3K11A7GbF6","twitter",0
4834,"She’s just 14 years old and Zintle has made the Western Province u16 girls rugby team. Zintle’s parents are unemployed and she doesn’t have rugby boots. But she has the heart and passion to love/play rugby. Zintle will be traveling to Joburg to play in the SA u16 girls rugby week https://t.co/591IhirRjA","twitter",0
4835,"New Prince album announced on 60th birthday https://t.co/YRBTDm0lym It contains previously unreleased","twitter",0
4836,"&amp; two months until my 21st birthday .","twitter",1
4837,"Kill,😂it's lil ass 14y/o wit full beards https://t.co/TijFzhJpEE","twitter",0
4838,"@bruinsgirl125 @NHLBruins I remember when I turned 21 😜😜😜😜😜","twitter",0
4839,"kylie jenner having a baby at 20 is not a big deal bc they literally have so much money to support themselves and that baby","twitter",0
4840,"@chriscolfer happy birthday from the philippines! :) hope you have a rocking bday party! #25","twitter",0
4841,"@MargaretAtwood tweeted me when I was a nobody Moreover, I read #HandmaidsTale as a 15 year old. Therefore I am now writing @undercovermutha","twitter",0
4842,"#SandraBland would have turned 29 today. Happy Birthday, Sandra. https://t.co/bQFcxn9y1D","twitter",0
4843,"Sica wants to get married around the age of 26","twitter",0
4844,"59 today and 70 tomorrow.","twitter",0
4845,"#வெற்றிமகன்கவின் trending at 19 th positions with 98.1k twits https://t.co/6mYRpsPsE3","twitter",0
4846,"This is hilarious. Man habitually drives &lt;1 mile to stationGets find when he ignores the massive newly painted instruction that he can't park there any mote.Walks in protest instead getting fitter and saving almost £40 a week in parking. https://t.co/lpd7X6laA1","twitter",0
4847,"Lovely handmade card for my 40th 😁💖 @AdelaideUnited @isaias_sc8 #AUFC https://t.co/PZKCt4k52a","twitter",1
4848,"Jesus died at age 33. That's 33 shots from twin Glocks at 16 a piece – that's 32...","twitter",0
4849,"My 23 years have culminated in an appearance on The Wendy Williams Show. Really, what else is there left to do?","twitter",1
4850,"I think you should start thinking of your poor child and not how much you wanna live your teenage years again. Sorry you had her at 19.","twitter",0
4851,"The 11yo is getting one. U.S. government agency warns: 'No safety standard in place for hoverboards' https://t.co/BTbz8zZdgW via mashable","twitter",0
4852,"It's my birthday in a month I don't want to be 20😭😭😭","twitter",1
4853,"Accepting Gifts/Money All DECEMBER #CapricornSZN 21 Days til My 20th Birthday #DubClub.. Ca$hApp&gt;&gt; $MeaganKartaay 🥰💋","twitter",1
4854,"Bloodsource A/C is seriously probably at 58' degrees I'm freezing","twitter",0
4855,"No zipper or button left on your shorts, passed out in the back of the car =successful 21st birthday party @treybart12","twitter",0
4856,"@nmargwh Yep me too. I'm sorry for your losses and I feel them. If you look again at the stone, my grandad died on my 23rd Birthday 😢","twitter",0
4857,"But I guess you only turn 20 once so whatever.","twitter",1
4858,"the 44 days of hell is a true story happened in japan in 1988 where a 17 years old japanese girl name furuta junko was tortured by 4 boys, some say they inserted a light bulb inside her bilat (basahin nyo sa spookify andun full story)","twitter",0
4859,"12 years old 😳","twitter",0
4860,"she literally looked 22 years old https://t.co/oXESTyF0nb","twitter",0
4861,"Ill promise by the time the U-18 players turn 18, you guys will already have a career in front of yall. MYCG will make sure of it.","twitter",0
4862,"@RainStormRaiser @LoveandBeautyDH at the age of 14 you don't have boobs yets","twitter",0
4863,"Hey Justin bieber this is all about me my name is vanna I am from Philippines I am in grade 5 I am 11 years old and I love you Justin bieber","twitter",1
4864,"@DJ_FRANZEN 5 years ago today, I was in LV for the 1st time 2 celebrate ur 35th bday! Blessed to be able to see another big milestone with u","twitter",0
4865,"So I was just writing you about my car. I am not good at this tweeting thing. I guess you can only have so many words or letters ?? I want to send you a letter but I am unable to download a photo because I don't know how I am 66 years old. I would love some sort of car. ok","twitter",1
4866,"😳 my cousin just sent me what might be the worst pic I've ever taken. 13 years old. Before braces. And contacts. And I was fat 😩","twitter",0
4867,"My 21st gonna be lit.","twitter",1
4868,"@Dovely_Demeanor nah, not Paris maybe for my 25th lol.","twitter",1
4869,"Today is my birthday and I just turned 24","twitter",1
4870,"a huge happy 21st birthday shoutout to @ccoppersmith33 I wish I could be celebrating with you and I hope you had fun last night!!!","twitter",0
4871,"I refuse to be poorly for my birthday! 😩 this better just be a 24 hour thing","twitter",0
4872,"I'm so fucking tired of car pooling my brother and his crack head girl friend around. like get your fucking shit together. 25 years old.","twitter",0
4873,"i turn 19 on september 19 so ima make a mix with 19 songs that'll be 19 minutes and the title of the mix will be ""19"".","twitter",1
4874,"Despite being one of the best players in the game with two MVP Awards before the age of 25, Peter Gammons labeled him ""the modest, humble, and ego-free teammate, Mike Trout."" Great clip from Trout's parents: https://t.co/idlrgbPXJW","twitter",0
4875,"Big 94 hitting it tonight around 7-8 be ready #2k19 shoutout to @iTsALpHvV for playing that game with me 💉💉 https://t.co/ItZSDcw8FS","twitter",0
4876,"Which is worse than ever at 25 cause I live right near a horse track lol","twitter",1
4877,"For dinner I'm having French fries, peanut butter toast, and coconut yogurt. I'm 36 years old.","twitter",1
4878,"I turn 33 years old this year and my sister is yelling at me because I made her watch @steveo do the bottle cap challenge with his dick 😂","twitter",1
4879,"@KEYLIMEclothing I just turned 35 last week. 😁","twitter",1
4880,"I move out the valley and everybody wanna turn 21. 😒😒😒 lol","twitter",0
4881,"My 21st b.day dress just wait on it #alicekouture #alicekouture alicekouture http://t.co/mbNxxdor4H","twitter",1
4882,"@LiuKangKicks @fuckamii_ she just turned 15 less than 3 months ago...","twitter",0
4883,"@Oprah today is my 25th bday. Can u wish me a happy birthday u will make my day! Well not day but year!!!!! Love u oprah!!! Pretty please!","twitter",1
4884,"Damn bitch learn how to spell. You're 27 years old and writing 'you' as 'yoo'? Wtf? #growup #stupidhoe #uglyassbitch #dino","twitter",0
4885,"I just turned 26 last week and I just got carded to see an R rated movie. 👏🏼👌🏽","twitter",1
4886,"Wonderful time spent with Family..#85thBirthdayCelebration  #RajasthaniTheme  \m/","twitter",0
4887,"@Asymetricalhomo Mannnnn you don't even know..... I just pray to god I wasn't this annoying at 25! (Sorry if u are 25 LOL!) She irks my soul","twitter",0
4888,"Why tf are all my friends a year away from 21 and I just turned 18 .. what","twitter",1
4889,"Moore now at 29 rushes for 202 yards.","twitter",0
4890,"Who woulda thought id be more sexually active before age 20 than after lmao.","twitter",0
4891,"I used to be sick having to learn how to run a business at 16. Now I see the woman that I am and I just thank my father.","twitter",0
4892,"It is our 22nd anniversary today. Time flies, it is all by God's grace. What I've learned all this year's is that marriage is an act of faith, God leads and we follow. Next 22 years, here we come!","twitter",0
4893,"@TheDonDrew I’m very excited. And to own at 21 years old I’m extremely proud of that.","twitter",1
4894,"M4a1-s cyrex ft give away at 50 followersRules.1. Follow me2. Retweet this3. Good luck https://t.co/zAo6zvJjEZ","twitter",0
4895,"@lovelyecochic it is going to be 43 tomorrow! And rainy! We have 13in of snow it looks beautiful but I want out of the house","twitter",0
4896,"When I was like 6-10 years old I had this really trippy fear called: Death.((maikling sinulid))","twitter",0
4897,"My birthday's in 20 min n I'm stuck working a graveyard shift 😴😴","twitter",0
4898,"I mean 10 years ago I was 14 going on 15 and I literally barely remember that so..... like If it weren’t for cameras I would probably not remember early high school/ high school at all","twitter",1
4899,"@hannahkemp149 @sophsd89 ummm how about Friday? I'm working till 8.15 tomorrow eve so can't xx","twitter",0
4900,"I feel like no one is gonna like me once I turn 22 😕","twitter",1
4901,"@_kittenpete I never went to school. I was kicked out at 13, then a guy took me in and got me pregnant, then left me stranded at a mall.","twitter",0
4902,"atl was lit this weekend I guess a lot of ppl turned 18 cause when I was there last year for mlk it wasn’t lit","twitter",0
4903,", where I'm from is when you turn 18 that's more life ..","twitter",0
4904,"She turned 18 years old 18 days after me! A huge Happy Birthday to the second part of the Dynamic Duo 😄💗🎉🎊🎁 https://t.co/QrKSrW9Aqt","twitter",1
4905,"I wanna throw a party for my 22nd birthday bt I don't have any friends.. lord 😩","twitter",1
4906,"What if i miscounted my age my whole life and im actually turning 21","twitter",0
4907,"@cfernsace fr, at 15 i was kicked out &amp; made homeless, there was no court order on me which meant that as a child in care no police had to look for me if i went missing. i was sent to a group home &amp; then i was kicked out of that place 2 times before i turned 18 both resulting in homlessness","twitter",0
4908,"THINGS THAT TURN 10 YEARS OLD THIS YEAR -camp rock -high school musical 3 -single ladies - Beyoncè -wall-e -marley… https://t.co/efn6WQBurv","twitter",0
4909,"IM SO FKIN MAD, SHE NEVER MENTIONED ANYTHING ABOUT PRO INDEPENDENCE? DRAGGING A 16 Y/O INTO UR NASTY POLITICAL TRASH DUMB ARE U GUYS HUMAN??","twitter",0
4910,"Tomorrow is my birthday!!! I'll be 25!! Woohoo!!! Lol ....","twitter",1
4911,"listen.. in my 25 years of living I ain't never in my life sat on the phone w a bitch &amp; discussed the nigga who both was dealing with. EVER!","twitter",1
4912,"Yeah we know johnny wanted to get married at 24. I also wanted to die at 20 but that didn’t happen, did it?Move on.","twitter",0
4913,"I know she misses Kids Club at 24, but I kind of like that I can finish a set then turn around… https://t.co/fGWEMINdcJ","twitter",0
4914,"This is Elena, missing in Acworth since 10:30 last night. Age 16, 123 lbs, 5'4"" possibly around baker rd area if u see her call 911 https://t.co/0MQUGOpHGP","twitter",0
4915,"Happy 19th Birthday Maddy! We should play Gears sometime… https://t.co/MjZ07ZPGL5","twitter",0
4916,"As I reflect on my 24th year, I have one thing to say: Bernie would have won","twitter",1
4917,"Gonna make sure I set aside £1 a day for every child I have until their 18th Birthday. £6570!! 🎁","twitter",0
4918,"@FrDavidPalmer As a 50 yo “cradle Catholic” I never thought of leaving (where would I go?) but I was embarrassed and ashamed. Now I expect and demand this be dragged into the light and dealt with swiftly and with justice completely.","twitter",1
4919,"@Panda_cd5 Bitch!!! I’m at 32 challange accepted!","twitter",0
4920,"So I was telling my husband about when my mom and I looked atveach other and realized I was #bipolar AKA #manicdepression @SeanAstin @MackenzieAstin Your mom #PattyDuke saved my life as a 19 year old who didn't know what was wrong with her.","twitter",0
4921,"After my 12 years of education I still don't know how mortgage or taxes work but hey atleast I know about the cells inside a leaf","twitter",0
4922,"#uncancelandimack yo I binge watched 3 seasons of this show for a reason. I'm a whole 18 years old...I shouldn't even be watching Disney channel anymore. This is the only reason I tune in! Don't make me fight you...Just kidding, Andi Mack is prolly against violence!","twitter",1
4923,"My dad my hero my everything, I love him to the moon and back without him I would know nothing happy 40th birthday!! http://t.co/7UjaJfnAFx","twitter",0
4924,"@introuIts happy 12th birthday https://t.co/pbIzj4XIh3","twitter",0
4925,"With that game, Coach Dylan Kerr has now been in charge of Gor Mahia for 40 SPL matches equaling his predecessor Zé Maria. Only Frank Nuttall, at 43, has overseen more league matches in the recent history at the club. #Sirkal https://t.co/9YFovi2SuY","twitter",0
4926,"Tyson Carter FOR THREE! We are tied at 75 with 31 seconds remaining. https://t.co/P1BmA6OzVx","twitter",0
4927,"93 years young! https://t.co/jwQ8SKbSpN","twitter",0
4928,"@Louis_Tomlinson I love you so much my birthday is in 35 more days can you please give me the best gift ever by follow me x616","twitter",0
4929,"@KPOP_predict18 A and I'm 20 years old(This is not s question but i do love your readings 💖) not going to expect that you'll notice me but i am still hoping😊","twitter",1
4930,"The next version of Windows 10 finally has a release date https://t.co/c2KOD1t6sI","twitter",0
4931,"@jene2016 Living in pornstar land,just cuz i love it! Must be 18 yrs old + to follow,NSFW!https://t.co/yO4w1aLxSt","twitter",0
4932,"@Harry_Styles it's only 10 days until my BIRTHDAY! be an angel and follow me as a gift? thank you for everything, i LOVE you so much 76.616","twitter",0
4933,"@Windagayle @ColtsGal74 @happyhailey123 @sccheermomm @GatorGirl675122 @LivePDJacob @SusanWa01612784 @flowerchild2017 @Mopor777 @eaglesnestof3 @MelissaVocke @4thelilones @andrewdecker593 @nanafrey7 @dancintn @CatalanKay @Giggysmallbutmi @Sgt_LarkinsGang @CraigmylesMob @jdkalish @DonnaJamesRye68 @Craigmyle_Lor @maddisonloree @thehicklife @Batman4TheKids @ChristelKing72 @LivePDK9 @ThewardmomCindy @Skippersheart @addy_pez @HeySugarShop @marklaureano989 @OfcAZendejas Temp feels like 30 our but we were at 82 just Saturday!! Not doing this at all! https://t.co/yjPcs5QAJI","twitter",0
4934,"@jamiegraceh can you send a video saying ""happy 16th birthday gabby"" it'd mean a lot to her, she 💗s your music!!","twitter",0
4935,"Hey , my name is Mya I'm a 17 year old hair stylist in Houston ... please like and rt my work to help me get more clients thanks ❤️❤️ https://t.co/2hvYX9zC9B","twitter",1
4936,"#raisetheageIt's shameful to talk about Condoms Sex BoyfriendsRelationships with minor howcum its legal to marry child at 16#raisetheage @GIRLSInspire_ @SeharKamran @anbreenajaib @valekhan @BBhuttoZardari","twitter",0
4937,"Only 17 years young baby 🤤","twitter",1
4938,"it’s william h macy’s birthday today and he got us all the gift of him being 69 years old","twitter",0
4939,"You learn a couple things when you get to my ageLike friends don't lie and it all tastes the same in the darkWhen your vinyl and your coffee collection is a sign of the timesYou're getting spiritually enlightened at 29https://t.co/JzvXX8FKkL","twitter",0
4940,"trish and torrie are 42 years old and yet they look better than me and I'm only 18 years old","twitter",1
4941,"The Financial Crisis will turn 10 this year, but we’re planning a new one to commemorate it.","twitter",0
4942,"@a_bardzell congrats on tying @MikeTrout NJ HR record at 18🙌🏼⚾️","twitter",0
4943,"Hey @GlenCasada, WTF were yall thinking when you killed this bill? Children deserve to live unafraid that they're going to be married off at 12 or 13 years old &amp; you just allowed that to continue! You should be ashamed. https://t.co/S9XpJ7s48m#Resist#WeResist#Tennessee","twitter",0
4944,"So blessed to have such a perfect husband and daughter at the age 20 😍","twitter",1
4945,"At 35 the Scottish scrum-half has decided to call it time on an illustrious career. https://t.co/MBwDR27HmB","twitter",0
4946,"This man is going to be 88 years old one day, and he's going to be more attractive than I will have been at any point of my life. https://t.co/93eOFWNS7a","twitter",0
4947,"I hope I’m someone’s mommy by age 30.","twitter",0
4948,"it’s my brothers 29th birthday we are old af. we went from chubby little weirdos to a punk anarchist and a doom metal loving hippie. i hope our parents are proud lmfao https://t.co/ACr3ErBtja","twitter",0
4949,"Sometimes what’s in my mind trying to get my body pulled back after giving birth at 40 is like trying to stop ice cream from melting in the sun. Your mind is a terrible master, don’t listen.  Keep going one foot in front of the other. 💎 💪🏼","twitter",0
4950,"Happy birthday to this beautiful mama that I love  @ThatGirl_Bai !!  Hope you have/had an amazing birthday you deserve nothing but the best, girl your Finally 21!! 🤪 https://t.co/wgnCCogQcp","twitter",0
4951,"@tobiogasm Zayn doesn't need a fan base that is 14-17 years old like 1d has lmao","twitter",0
4952,"9/11 first responder and campaigner Luis Alvarez died of cancer at the age of 53. Alvarez recently fought alongside Jon Stewart to get Congress to extend the health benefits to 9/11 responders. https://t.co/P78JwHadBu","twitter",0
4953,"@allybmysmile HAPPY BIRTHDAY HUN!! #18 ❤️ 🎂 ✨ https://t.co/QiJwR1blzm","twitter",0
4954,"10 years ago today, @vectorstofinal and I started a new venture that forever changed aviation. Happy 10th birthday ForeFlight!","twitter",0
4955,"I miss my 10th grade self back when I was still an innocent virgin who was obsessed with one direction and had a 3.0 gpa","twitter",0
4956,"Damn bro I got my Bachelor’s degree a year ago this week and i’m turning 23 later this month and in another year imma have a Masters degree and then i’ll be fucking jobless and still depressed my life a movie fr 🥵🤤","twitter",1
4957,"I am a sophomore in college and turning 20.... I cannot believe how fast life is going","twitter",1
4958,"@JTonQ Uh,uh.  Nope, not possible!  Input rejected!  Will is not that old.  Just like I am not 55 next week!😜","twitter",1
4959,"@IamalrightJack They love fake Churchill quotes: this, the ""liberal at 25"" one... Always that aversion to actually reading what Churchill did say. 🎩","twitter",0
4960,"#Saturn is now (16h58m02s UT) rising at 27°38'47.6'' #Sagittarius conjunct #ascendant at Colombo, CL","twitter",0
4961,"@Switcheeks At 25 you are trying to live out your youth because most probably by the time you are 30 you want to do more meaningful stuff.","twitter",0
4962,"My birthday too, 09/29...gone cop that for ya boy https://t.co/vjGjEQA24n","twitter",0
4963,"@curtainqueen @Tori_H_ This is what my 20 year son wants. I tell him he’s to picture himself at 80 with this tattoo, but shur I’m only his mother....what would I know?? https://t.co/bZ0MBrdfA9","twitter",0
4964,"@acidrebel @JamesK329 @FoxNews Every state must be different. PA is the #1 in the US with a 50 cents per gal tax, followed by WA at 45 cents per gal. Plus the 18.4 cents.","twitter",0
4965,"14...he was rapping like that at 14...he’s 20 now y’all really think he got dumber over the years?....he just has a great facade towards the media....he doesn’t want the media to know he’s smart asf because they’ll take away his large platform ...Kodak acts ignorant for deception","twitter",0
4966,"@Megami33 @AlexWanshura @7eleven I've just watched it today, all I can say is you will enjoy it from a Pokémon fan that has been through it all since I was 10 years old (I'm 30 now) Just fair warning there is a fair bit of cuteness in the movie that might overload you https://t.co/RSOgf5o3Ct","twitter",1
4967,"@justinbieber RT #someday Come Right On My B-day I New You Was Goin To Do Somthing Special fOR The Gemini Beliebers!ilove you #NSN 10","twitter",0
4968,"@tayB_axa @danielrusso55 @COLDGAMEKELV Well it’s different when someone says stuff as a 12 yr old and when they’re 45","twitter",0
4969,"@sam_martinez210 @Oliviamariee33 uh party for my 21st lol !!!!! AUGUST 20th yes no? Haha 🍺🍻🍷","twitter",1
4970,"@MailoniChristy It’s not that I don’t enjoy drinking I just can’t really drink anymore for medical reasons 😕 so my 21st I’m just gonna ignore all that and drink anyways hahaha","twitter",1
4971,"I AM TURNING 19 SOON. NO!!!!","twitter",1
4972,"I’M 20 YEARS OLD","twitter",1
4973,"@Hirayyyyy @Sbki_Behan which type of gun you need please contact MQM at 90","twitter",0
4974,"When 2019 endsNamjoon will be 25 years oldJin will be 27 years oldHobi will be 25 years oldYoongi will be 26 years oldJimin will be 24 years oldTaehyung will be 24 years oldJungkook will be 22 years oldIt will be 6 years since they debutedHow old will you be?","twitter",0
