id,text,source,label,cleaned_text_1,cleaned_text_2
4907,"@cfernsace fr, at 15 i was kicked out &amp; made homeless, there was no court order on me which meant that as a child in care no police had to look for me if i went missing. i was sent to a group home &amp; then i was kicked out of that place 2 times before i turned 18 both resulting in homlessness",twitter,0,fr 15 kicked amp made homeless court order meant child care police look went missing sent group home amp kicked place 2 times turned 18 resulting homlessness,fr at 15 i was kicked out amp made homeless there was no court order on me which meant that as a child in care no police had to look for me if i went missing i was sent to a group home amp then i was kicked out of that place 2 times before i turned 18 both resulting in homlessness
4908,THINGS THAT TURN 10 YEARS OLD THIS YEAR -camp rock -high school musical 3 -single ladies - Beyoncè -wall-e -marley… https://t.co/efn6WQBurv,twitter,0,things turn 10 years old year rock school musical 3 ladies https,things that turn 10 years old this year rock school musical 3 ladies https
4909,"IM SO FKIN MAD, SHE NEVER MENTIONED ANYTHING ABOUT PRO INDEPENDENCE? DRAGGING A 16 Y/O INTO UR NASTY POLITICAL TRASH DUMB ARE U GUYS HUMAN??",twitter,0,im fkin mad never mentioned anything pro independence dragging 16 ur nasty political trash dumb u guys human,im so fkin mad she never mentioned anything about pro independence dragging a 16 into ur nasty political trash dumb are u guys human
4910,Tomorrow is my birthday!!! I'll be 25!! Woohoo!!! Lol ....,twitter,1,tomorrow birthday 25 woohoo lol,tomorrow is my birthday i be 25 woohoo lol
4911,listen.. in my 25 years of living I ain't never in my life sat on the phone w a bitch &amp; discussed the nigga who both was dealing with. EVER!,twitter,1,listen 25 years living ai never life sat phone w bitch amp discussed nigga dealing ever,listen in my 25 years of living i ai never in my life sat on the phone w a bitch amp discussed the nigga who both was dealing with ever
4912,"Yeah we know johnny wanted to get married at 24. I also wanted to die at 20 but that didn’t happen, did it?Move on.",twitter,0,yeah know johnny wanted get married also wanted die 20 happen move,yeah we know johnny wanted to get married at i also wanted to die at 20 but that didn t happen did it move on
4913,"I know she misses Kids Club at 24, but I kind of like that I can finish a set then turn around… https://t.co/fGWEMINdcJ",twitter,0,know misses kids club 24 kind like finish set turn https,i know she misses kids club at 24 but i kind of like that i can finish a set then turn https
4914,"This is Elena, missing in Acworth since 10:30 last night. Age 16, 123 lbs, 5'4"" possibly around baker rd area if u see her call 911 https://t.co/0MQUGOpHGP",twitter,0,elena missing acworth since last night age 16 123 lbs 5 4 possibly around baker rd area u see call 911 https,this is elena missing in acworth since last night age 16 123 lbs 5 4 possibly around baker rd area if u see her call 911 https
4915,Happy 19th Birthday Maddy! We should play Gears sometime… https://t.co/MjZ07ZPGL5,twitter,0,happy 19th birthday maddy play gears https,happy 19th birthday maddy we should play gears https
4916,"As I reflect on my 24th year, I have one thing to say: Bernie would have won",twitter,1,reflect 24th year one thing say bernie would,as i reflect on my 24th year i have one thing to say bernie would have won
4917,Gonna make sure I set aside £1 a day for every child I have until their 18th Birthday. £6570!! 🎁,twitter,0,gon na make sure set aside day every child 18th birthday,gon na make sure i set aside a day for every child i have until their 18th birthday
4918,@FrDavidPalmer As a 50 yo “cradle Catholic” I never thought of leaving (where would I go?) but I was embarrassed and ashamed. Now I expect and demand this be dragged into the light and dealt with swiftly and with justice completely.,twitter,1,50 yo cradle catholic never thought leaving would go embarrassed ashamed expect demand dragged light dealt swiftly justice completely,as a 50 yo cradle catholic i never thought of leaving where would i go but i was embarrassed and ashamed now i expect and demand this be dragged into the light and dealt with swiftly and with justice completely
4919,@Panda_cd5 Bitch!!! I’m at 32 challange accepted!,twitter,0,bitch 32 challange accepted,bitch i m at 32 challange accepted
4920,So I was telling my husband about when my mom and I looked atveach other and realized I was #bipolar AKA #manicdepression @SeanAstin @MackenzieAstin Your mom #PattyDuke saved my life as a 19 year old who didn't know what was wrong with her.,twitter,0,telling husband mom looked atveach realized bipolar aka manicdepression mom pattyduke saved life 19 year old know wrong,so i was telling my husband about when my mom and i looked atveach other and realized i was bipolar aka manicdepression your mom pattyduke saved my life as a 19 year old who did know what was wrong with her
4921,After my 12 years of education I still don't know how mortgage or taxes work but hey atleast I know about the cells inside a leaf,twitter,0,12 years education still know mortgage taxes work hey atleast know cells inside leaf,after my 12 years of education i still do know how mortgage or taxes work but hey atleast i know about the cells inside a leaf
4922,"#uncancelandimack yo I binge watched 3 seasons of this show for a reason. I'm a whole 18 years old...I shouldn't even be watching Disney channel anymore. This is the only reason I tune in! Don't make me fight you...Just kidding, Andi Mack is prolly against violence!",twitter,1,uncancelandimack yo binge watched 3 seasons show reason whole 18 years old even watching disney channel anymore reason tune make fight kidding andi mack prolly violence,uncancelandimack yo i binge watched 3 seasons of this show for a reason i a whole 18 years old i should even be watching disney channel anymore this is the only reason i tune in do make me fight you just kidding andi mack is prolly against violence
4923,"My dad my hero my everything, I love him to the moon and back without him I would know nothing happy 40th birthday!! http://t.co/7UjaJfnAFx",twitter,0,dad hero everything love moon back without would know nothing happy 40th birthday http,my dad my hero my everything i love him to the moon and back without him i would know nothing happy 40th birthday http
4924,@introuIts happy 12th birthday https://t.co/pbIzj4XIh3,twitter,0,happy 12th birthday https,happy 12th birthday https
4925,"With that game, Coach Dylan Kerr has now been in charge of Gor Mahia for 40 SPL matches equaling his predecessor Zé Maria. Only Frank Nuttall, at 43, has overseen more league matches in the recent history at the club. #Sirkal https://t.co/9YFovi2SuY",twitter,0,game coach dylan kerr charge gor mahia 40 spl matches equaling predecessor maria frank nuttall 43 overseen league matches recent history club sirkal https,with that game coach dylan kerr has now been in charge of gor mahia for 40 spl matches equaling his predecessor maria only frank nuttall at 43 has overseen more league matches in the recent history at the club sirkal https
4926,Tyson Carter FOR THREE! We are tied at 75 with 31 seconds remaining. https://t.co/P1BmA6OzVx,twitter,0,tyson carter three tied 75 31 seconds remaining https,tyson carter for three we are tied at 75 with 31 seconds remaining https
4927,93 years young! https://t.co/jwQ8SKbSpN,twitter,0,93 years young https,93 years young https
4928,@Louis_Tomlinson I love you so much my birthday is in 35 more days can you please give me the best gift ever by follow me x616,twitter,0,love much birthday 35 days please give best gift ever follow x616,i love you so much my birthday is in 35 more days can you please give me the best gift ever by follow me x616
4929,@KPOP_predict18 A and I'm 20 years old(This is not s question but i do love your readings 💖) not going to expect that you'll notice me but i am still hoping😊,twitter,1,20 years old question love readings going expect notice still,a and i 20 years old this is not s question but i do love your readings not going to expect that you notice me but i am still
4930,The next version of Windows 10 finally has a release date https://t.co/c2KOD1t6sI,twitter,0,next version windows 10 finally release date https,the next version of windows 10 finally has a release date https
4931,"@jene2016 Living in pornstar land,just cuz i love it! Must be 18 yrs old + to follow,NSFW!https://t.co/yO4w1aLxSt",twitter,0,living pornstar land cuz love must 18 yrs old follow nsfw https,living in pornstar land just cuz i love it must be 18 yrs old to follow nsfw https
4932,"@Harry_Styles it's only 10 days until my BIRTHDAY! be an angel and follow me as a gift? thank you for everything, i LOVE you so much 76.616",twitter,0,10 days birthday angel follow gift thank everything love much,it only 10 days until my birthday be an angel and follow me as a gift thank you for everything i love you so much
4933,@Windagayle @ColtsGal74 @happyhailey123 @sccheermomm @GatorGirl675122 @LivePDJacob @SusanWa01612784 @flowerchild2017 @Mopor777 @eaglesnestof3 @MelissaVocke @4thelilones @andrewdecker593 @nanafrey7 @dancintn @CatalanKay @Giggysmallbutmi @Sgt_LarkinsGang @CraigmylesMob @jdkalish @DonnaJamesRye68 @Craigmyle_Lor @maddisonloree @thehicklife @Batman4TheKids @ChristelKing72 @LivePDK9 @ThewardmomCindy @Skippersheart @addy_pez @HeySugarShop @marklaureano989 @OfcAZendejas Temp feels like 30 our but we were at 82 just Saturday!! Not doing this at all! https://t.co/yjPcs5QAJI,twitter,0,temp feels like 30 82 saturday https,temp feels like 30 our but we were at 82 just saturday not doing this at all https
4934,"@jamiegraceh can you send a video saying ""happy 16th birthday gabby"" it'd mean a lot to her, she 💗s your music!!",twitter,0,send video saying happy 16th birthday gabby mean lot music,can you send a video saying happy 16th birthday gabby it mean a lot to her she your music
4935,"Hey , my name is Mya I'm a 17 year old hair stylist in Houston ... please like and rt my work to help me get more clients thanks ❤️❤️ https://t.co/2hvYX9zC9B",twitter,1,hey name mya 17 year old hair stylist houston please like rt work help get clients thanks https,hey my name is mya i a 17 year old hair stylist in houston please like and rt my work to help me get more clients thanks https
4936,#raisetheageIt's shameful to talk about Condoms Sex BoyfriendsRelationships with minor howcum its legal to marry child at 16#raisetheage @GIRLSInspire_ @SeharKamran @anbreenajaib @valekhan @BBhuttoZardari,twitter,0,raisetheageit shameful talk condoms sex boyfriendsrelationships minor howcum legal marry child 16 raisetheage,raisetheageit shameful to talk about condoms sex boyfriendsrelationships with minor howcum its legal to marry child at 16 raisetheage
4937,Only 17 years young baby 🤤,twitter,1,17 years young baby,only 17 years young baby
4938,it’s william h macy’s birthday today and he got us all the gift of him being 69 years old,twitter,0,william h macy birthday today got us gift 69 years old,it s william h macy s birthday today and he got us all the gift of him being 69 years old
4939,You learn a couple things when you get to my ageLike friends don't lie and it all tastes the same in the darkWhen your vinyl and your coffee collection is a sign of the timesYou're getting spiritually enlightened at 29https://t.co/JzvXX8FKkL,twitter,0,learn couple things get agelike friends lie tastes darkwhen vinyl coffee collection sign timesyou getting spiritually enlightened 29https,you learn a couple things when you get to my agelike friends do lie and it all tastes the same in the darkwhen your vinyl and your coffee collection is a sign of the timesyou getting spiritually enlightened at 29https
4940,trish and torrie are 42 years old and yet they look better than me and I'm only 18 years old,twitter,1,trish torrie 42 years old yet look better 18 years old,trish and torrie are 42 years old and yet they look better than me and i only 18 years old
4941,"The Financial Crisis will turn 10 this year, but we’re planning a new one to commemorate it.",twitter,0,financial crisis turn 10 year planning new one commemorate,the financial crisis will turn 10 this year but we re planning a new one to commemorate it
4942,@a_bardzell congrats on tying @MikeTrout NJ HR record at 18🙌🏼⚾️,twitter,0,congrats tying nj hr record,congrats on tying nj hr record at
4943,"Hey @GlenCasada, WTF were yall thinking when you killed this bill? Children deserve to live unafraid that they're going to be married off at 12 or 13 years old &amp; you just allowed that to continue! You should be ashamed. https://t.co/S9XpJ7s48m#Resist#WeResist#Tennessee",twitter,0,hey wtf yall thinking killed bill children deserve live unafraid going married 12 13 years old amp allowed continue ashamed https resist weresist tennessee,hey wtf were yall thinking when you killed this bill children deserve to live unafraid that they going to be married off at 12 or 13 years old amp you just allowed that to continue you should be ashamed https resist weresist tennessee
4944,So blessed to have such a perfect husband and daughter at the age 20 😍,twitter,1,blessed perfect husband daughter age 20,so blessed to have such a perfect husband and daughter at the age 20
4945,At 35 the Scottish scrum-half has decided to call it time on an illustrious career. https://t.co/MBwDR27HmB,twitter,0,35 scottish decided call time illustrious career https,at 35 the scottish has decided to call it time on an illustrious career https
4946,"This man is going to be 88 years old one day, and he's going to be more attractive than I will have been at any point of my life. https://t.co/93eOFWNS7a",twitter,0,man going 88 years old one day going attractive point life https,this man is going to be 88 years old one day and he going to be more attractive than i will have been at any point of my life https
4947,I hope I’m someone’s mommy by age 30.,twitter,0,hope someone mommy age 30,i hope i m someone s mommy by age 30
4948,it’s my brothers 29th birthday we are old af. we went from chubby little weirdos to a punk anarchist and a doom metal loving hippie. i hope our parents are proud lmfao https://t.co/ACr3ErBtja,twitter,0,brothers 29th birthday old af went chubby little weirdos punk anarchist doom metal loving hippie hope parents proud lmfao https,it s my brothers 29th birthday we are old af we went from chubby little weirdos to a punk anarchist and a doom metal loving hippie i hope our parents are proud lmfao https
4949,"Sometimes what’s in my mind trying to get my body pulled back after giving birth at 40 is like trying to stop ice cream from melting in the sun. Your mind is a terrible master, don’t listen.  Keep going one foot in front of the other. 💎 💪🏼",twitter,0,sometimes mind trying get body pulled back giving birth 40 like trying stop ice cream melting sun mind terrible master listen keep going one foot front,sometimes what s in my mind trying to get my body pulled back after giving birth at 40 is like trying to stop ice cream from melting in the sun your mind is a terrible master don t listen keep going one foot in front of the other
4950,"Happy birthday to this beautiful mama that I love  @ThatGirl_Bai !!  Hope you have/had an amazing birthday you deserve nothing but the best, girl your Finally 21!! 🤪 https://t.co/wgnCCogQcp",twitter,0,happy birthday beautiful mama love hope amazing birthday deserve nothing best girl finally 21 https,happy birthday to this beautiful mama that i love hope you an amazing birthday you deserve nothing but the best girl your finally 21 https
4951,@tobiogasm Zayn doesn't need a fan base that is 14-17 years old like 1d has lmao,twitter,0,zayn need fan base years old like 1d lmao,zayn does need a fan base that is years old like 1d has lmao
4952,9/11 first responder and campaigner Luis Alvarez died of cancer at the age of 53. Alvarez recently fought alongside Jon Stewart to get Congress to extend the health benefits to 9/11 responders. https://t.co/P78JwHadBu,twitter,0,first responder campaigner luis alvarez died cancer age alvarez recently fought alongside jon stewart get congress extend health benefits responders https,first responder and campaigner luis alvarez died of cancer at the age of alvarez recently fought alongside jon stewart to get congress to extend the health benefits to responders https
4953,@allybmysmile HAPPY BIRTHDAY HUN!! #18 ❤️ 🎂 ✨ https://t.co/QiJwR1blzm,twitter,0,happy birthday hun 18 https,happy birthday hun 18 https
4954,"10 years ago today, @vectorstofinal and I started a new venture that forever changed aviation. Happy 10th birthday ForeFlight!",twitter,0,10 years ago today started new venture forever changed aviation happy 10th birthday foreflight,10 years ago today and i started a new venture that forever changed aviation happy 10th birthday foreflight
4955,I miss my 10th grade self back when I was still an innocent virgin who was obsessed with one direction and had a 3.0 gpa,twitter,0,miss 10th grade self back still innocent virgin obsessed one direction gpa,i miss my 10th grade self back when i was still an innocent virgin who was obsessed with one direction and had a gpa
4956,Damn bro I got my Bachelor’s degree a year ago this week and i’m turning 23 later this month and in another year imma have a Masters degree and then i’ll be fucking jobless and still depressed my life a movie fr 🥵🤤,twitter,1,damn bro got bachelor degree year ago week turning 23 later month another year imma masters degree fucking jobless still depressed life movie fr,damn bro i got my bachelor s degree a year ago this week and i m turning 23 later this month and in another year imma have a masters degree and then i ll be fucking jobless and still depressed my life a movie fr
4957,I am a sophomore in college and turning 20.... I cannot believe how fast life is going,twitter,1,sophomore college turning 20 believe fast life going,i am a sophomore in college and turning 20 i can not believe how fast life is going
4958,"@JTonQ Uh,uh.  Nope, not possible!  Input rejected!  Will is not that old.  Just like I am not 55 next week!😜",twitter,1,uh uh nope possible input rejected old like 55 next week,uh uh nope not possible input rejected will is not that old just like i am not 55 next week
4959,"@IamalrightJack They love fake Churchill quotes: this, the ""liberal at 25"" one... Always that aversion to actually reading what Churchill did say. 🎩",twitter,0,love fake churchill quotes liberal 25 one always aversion actually reading churchill say,they love fake churchill quotes this the liberal at 25 one always that aversion to actually reading what churchill did say
4960,"#Saturn is now (16h58m02s UT) rising at 27°38'47.6'' #Sagittarius conjunct #ascendant at Colombo, CL",twitter,0,saturn 16h58m02s ut rising sagittarius conjunct ascendant colombo cl,saturn is now 16h58m02s ut rising at sagittarius conjunct ascendant at colombo cl
4961,@Switcheeks At 25 you are trying to live out your youth because most probably by the time you are 30 you want to do more meaningful stuff.,twitter,0,25 trying live youth probably time 30 want meaningful stuff,at 25 you are trying to live out your youth because most probably by the time you are 30 you want to do more meaningful stuff
4962,"My birthday too, 09/29...gone cop that for ya boy https://t.co/vjGjEQA24n",twitter,0,birthday gone cop ya boy https,my birthday too gone cop that for ya boy https
4963,"@curtainqueen @Tori_H_ This is what my 20 year son wants. I tell him he’s to picture himself at 80 with this tattoo, but shur I’m only his mother....what would I know?? https://t.co/bZ0MBrdfA9",twitter,0,20 year son wants tell picture 80 tattoo shur mother would know https,this is what my 20 year son wants i tell him he s to picture himself at 80 with this tattoo but shur i m only his mother what would i know https
4964,"@acidrebel @JamesK329 @FoxNews Every state must be different. PA is the #1 in the US with a 50 cents per gal tax, followed by WA at 45 cents per gal. Plus the 18.4 cents.",twitter,0,every state must different pa 1 us 50 cents per gal tax followed wa 45 cents per gal plus cents,every state must be different pa is the 1 in the us with a 50 cents per gal tax followed by wa at 45 cents per gal plus the cents
4965,14...he was rapping like that at 14...he’s 20 now y’all really think he got dumber over the years?....he just has a great facade towards the media....he doesn’t want the media to know he’s smart asf because they’ll take away his large platform ...Kodak acts ignorant for deception,twitter,0,14 rapping like 14 20 really think got dumber years great facade towards media want media know smart asf take away large platform kodak acts ignorant deception,14 he was rapping like that at 14 he s 20 now y all really think he got dumber over the years he just has a great facade towards the media he doesn t want the media to know he s smart asf because they ll take away his large platform kodak acts ignorant for deception
4966,"@Megami33 @AlexWanshura @7eleven I've just watched it today, all I can say is you will enjoy it from a Pokémon fan that has been through it all since I was 10 years old (I'm 30 now) Just fair warning there is a fair bit of cuteness in the movie that might overload you https://t.co/RSOgf5o3Ct",twitter,1,watched today say enjoy fan since 10 years old 30 fair warning fair bit cuteness movie might overload https,i just watched it today all i can say is you will enjoy it from a fan that has been through it all since i was 10 years old i 30 now just fair warning there is a fair bit of cuteness in the movie that might overload you https
4967,@justinbieber RT #someday Come Right On My B-day I New You Was Goin To Do Somthing Special fOR The Gemini Beliebers!ilove you #NSN 10,twitter,0,rt someday come right new goin somthing special gemini beliebers ilove nsn 10,rt someday come right on my i new you was goin to do somthing special for the gemini beliebers ilove you nsn 10
4968,@tayB_axa @danielrusso55 @COLDGAMEKELV Well it’s different when someone says stuff as a 12 yr old and when they’re 45,twitter,0,well different someone says stuff 12 yr old 45,well it s different when someone says stuff as a 12 yr old and when they re 45
4969,@sam_martinez210 @Oliviamariee33 uh party for my 21st lol !!!!! AUGUST 20th yes no? Haha 🍺🍻🍷,twitter,1,uh party 21st lol august 20th yes haha,uh party for my 21st lol august 20th yes no haha
4970,@MailoniChristy It’s not that I don’t enjoy drinking I just can’t really drink anymore for medical reasons 😕 so my 21st I’m just gonna ignore all that and drink anyways hahaha,twitter,1,enjoy drinking really drink anymore medical reasons 21st gon na ignore drink anyways hahaha,it s not that i don t enjoy drinking i just can t really drink anymore for medical reasons so my 21st i m just gon na ignore all that and drink anyways hahaha
4971,I AM TURNING 19 SOON. NO!!!!,twitter,1,turning 19 soon,i am turning 19 soon no
4972,I’M 20 YEARS OLD,twitter,1,20 years old,i m 20 years old
4973,@Hirayyyyy @Sbki_Behan which type of gun you need please contact MQM at 90,twitter,0,type gun need please contact mqm 90,which type of gun you need please contact mqm at 90
4974,When 2019 endsNamjoon will be 25 years oldJin will be 27 years oldHobi will be 25 years oldYoongi will be 26 years oldJimin will be 24 years oldTaehyung will be 24 years oldJungkook will be 22 years oldIt will be 6 years since they debutedHow old will you be?,twitter,0,2019 endsnamjoon 25 years oldjin 27 years oldhobi 25 years oldyoongi 26 years oldjimin 24 years oldtaehyung 24 years oldjungkook 22 years oldit 6 years since debutedhow old,when 2019 endsnamjoon will be 25 years oldjin will be 27 years oldhobi will be 25 years oldyoongi will be 26 years oldjimin will be 24 years oldtaehyung will be 24 years oldjungkook will be 22 years oldit will be 6 years since they debutedhow old will you be
4975,"@Harry_Styles my bday is TOMORROW,if you can,as a gift,follow me,I know this is hard to do,but it's not impossible.All the love. C🌸23.122",twitter,0,bday tomorrow gift follow know hard love,my bday is tomorrow if you can as a gift follow me i know this is hard to do but it not the love
4976,I'm in bed at 9pm on my 20th birthday 😂🙃,twitter,1,bed 9pm 20th birthday,i in bed at 9pm on my 20th birthday
4977,10 for 38 tomorrow at pink &amp; nails? Happy Friday 😍,twitter,0,10 38 tomorrow pink amp nails happy friday,10 for 38 tomorrow at pink amp nails happy friday
4978,"@Fetal_Mistake @theyhavethedumb she to spends the MTV $ fast. .she isn’t gonna have $ or even full ownership of land or house when they split so it’s all a financial shit show. If i was making $400k a year at 25, knowing that the $ was only for a limited amount of yrs.i would have a financial advisor &amp; prenup.",twitter,0,spends mtv fast gon na even full ownership land house split financial shit show making 400k year 25 knowing limited amount would financial advisor amp prenup,she to spends the mtv fast isn t gon na have or even full ownership of land or house when they split so it s all a financial shit show if i was making 400k a year at 25 knowing that the was only for a limited amount of would have a financial advisor amp prenup
4979,he goes his whole life feeling like this until the day he’s laying on his death bed at the age of 87 he can feel himself getting weaker and whispers only loud enough for himself to hear “im coming eddie” becuase he could never let go of his first love,twitter,0,goes whole life feeling like day laying death bed age 87 feel getting weaker whispers loud enough hear im coming eddie becuase could never let go first love,he goes his whole life feeling like this until the day he s laying on his death bed at the age of 87 he can feel himself getting weaker and whispers only loud enough for himself to hear im coming eddie becuase he could never let go of his first love
4980,"#WorldLeader_BornTodayJai Gurudev had a prediction in 1971, in which it was told that today he has become 20 years old, he is a great man To know about the great chyrenmust watch sadhana tv 7:30 pm-8:30pm@BeingSalmanKhan @rashtrapatibhvn https://t.co/iGJ3vXarsg",twitter,0,gurudev prediction 1971 told today become 20 years old great man know great chyrenmust watch sadhana tv https,gurudev had a prediction in 1971 in which it was told that today he has become 20 years old he is a great man to know about the great chyrenmust watch sadhana tv https
4981,HAPPY BIRTHDAY TO MEEE🥰❤️❤️❤️❤️❤️❤️ 21 21 21 https://t.co/yAu30L1tnQ,twitter,1,happy birthday 21 21 21 https,happy birthday to 21 21 21 https
4982,"Hi my love, my birthday is February 14, you cloud follow me ? It would be the best present @Harry_Styles x321",twitter,0,hi love birthday february 14 cloud follow would best present x321,hi my love my birthday is february 14 you cloud follow me it would be the best present x321
4983,How am I turning 20 in two weeks???? Where did my life go???,twitter,1,turning 20 two weeks life go,how am i turning 20 in two weeks where did my life go
4984,"#royalgirlsinspire At 17 years-old, Maame Biney has made history by becoming the first black woman EVER  to qualify for the Olympic speed skating team 👑 #thisiswhatroyalteelookslike #maamebiney #royalteegirls https://t.co/xMNHxrLxxZ",twitter,0,royalgirlsinspire 17 maame biney made history becoming first black woman ever qualify olympic speed skating team thisiswhatroyalteelookslike maamebiney royalteegirls https,royalgirlsinspire at 17 maame biney has made history by becoming the first black woman ever to qualify for the olympic speed skating team thisiswhatroyalteelookslike maamebiney royalteegirls https
4985,"No bullshit , I am trying to go to Miami for my birthday this year #20 #July24 😛 ! I done looked up my plane rates and all.",twitter,1,bullshit trying go miami birthday year 20 july24 done looked plane rates,no bullshit i am trying to go to miami for my birthday this year 20 july24 i done looked up my plane rates and all
4986,Starting in April $35 every month will start going to a new bank account for after I turn 21($5k) &amp; start baby planning👶🏽😊💚💜,twitter,1,starting april 35 every month start going new bank account turn 21 5k amp start baby,starting in april 35 every month will start going to a new bank account for after i turn 21 5k amp start baby
4987,"Saving lives locally. Fighting breast cancer globally.Save the date for our 17th annual Race for the Cure – November 15, 2015.",twitter,0,saving lives locally fighting breast cancer date 17th annual race cure november 15 2015,saving lives locally fighting breast cancer the date for our 17th annual race for the cure november 15 2015
4988,"@TheMacMommy Yes,  voting in Australia is compulsory after you register on the role and legally you have to be registered by the time you turn 18.   Our electoral commission bends over backwards to help people vote,  they go to hospitals, aged homes",twitter,0,yes voting australia compulsory register role legally registered time turn electoral commission bends backwards help people vote go hospitals aged homes,yes voting in australia is compulsory after you register on the role and legally you have to be registered by the time you turn our electoral commission bends over backwards to help people vote they go to hospitals aged homes
4989,The Superbowl only 50 years old.. C'mon I kno I'm not the only person who sees this..,twitter,0,superbowl 50 years old kno person sees,the superbowl only 50 years old i kno i not the only person who sees this
4990,If you are above the age of 15 and have those bangs that swoop across your whole forehead...don't talk to me.,twitter,0,age 15 bangs swoop across whole forehead talk,if you are above the age of 15 and have those bangs that swoop across your whole forehead do talk to me
4991,"@vinaygb  Sir, If someone atthe age of 23 appeared in 2011(UPSC Exam) then will thisattempt be counted or it's freefor all.",twitter,0,sir someone atthe age 23 appeared 2011 upsc exam thisattempt counted freefor,sir if someone atthe age of 23 appeared in 2011 upsc exam then will thisattempt be counted or it freefor all
4992,IT'S MY BIRTHDAY SZN! I NEED $35 MORE FOR THAI FOOD. FLIP YOUR WALLETS FOR ME!!!!! @ebonydompromos @RTfaggot @womenruleonly @underdeskloser https://t.co/bHXtu5AIbw,twitter,0,birthday szn need 35 thai food flip wallets https,it my birthday szn i need 35 more for thai food flip your wallets for me https
4993,"My name is Cynthia,am 36 yrs old, I’m in a relationship wit 2 guys. One wants us to get married by December but I... https://t.co/SMiijqMuJf",twitter,1,name cynthia 36 yrs old relationship wit 2 guys one wants us get married december https,my name is cynthia am 36 yrs old i m in a relationship wit 2 guys one wants us to get married by december but i https
4994,Going to be doing a little special stream tonight for my birthday (18th). Going to start around 9-10 pm EST and go until 2-3 pm EST. &lt;3,twitter,1,going little special stream tonight birthday 18th going start around pm est go pm est lt 3,going to be doing a little special stream tonight for my birthday 18th going to start around pm est and go until pm est lt 3
4995,When your boyfriend reminds you that is 1 week tomorrow till your birthday 😄 👵🏾 #big26,twitter,1,boyfriend reminds 1 week tomorrow till birthday big26,when your boyfriend reminds you that is 1 week tomorrow till your birthday big26
4996,It's finally happening. 12 yo Faye having her baby in secret. Brave. #corrie,twitter,0,finally happening 12 yo faye baby secret brave corrie,it finally happening 12 yo faye having her baby in secret brave corrie
4997,what was he doing at 16 yrs old at a party at 11pm in Vauxhall though? https://t.co/XMH9akwlOX,twitter,0,16 yrs old party 11pm vauxhall though https,what was he doing at 16 yrs old at a party at 11pm in vauxhall though https
4998,"I knew one day I would have to take care of my mom, just not at 22.",twitter,1,knew one day would take care mom 22,i knew one day i would have to take care of my mom just not at 22
4999,You so damn fine. Smh RT @jadapsmith: When your son buys you grillz for your 45th birthday:) https://t.co/CERCxxMMDH,twitter,0,damn fine smh rt son buys grillz 45th birthday https,you so damn fine smh rt when your son buys you grillz for your 45th birthday https
5000,I got my heart broke at 14 that was way way back so all the girls after that it was straight pay back🖕🏾,twitter,0,got heart broke 14 way way back girls straight pay,i got my heart broke at 14 that was way way back so all the girls after that it was straight pay
5001,My 22nd is exactly a month away 🤗,twitter,1,22nd exactly month away,my 22nd is exactly a month away
5002,I’m on my 10th @POTUS ya’ll. Although I don’t think George W. Bush was legit. And it certainly appears @realDonaldTrump isn’t either.,twitter,0,10th ya although think george bush legit certainly appears either,i m on my 10th ya ll although i don t think george bush was legit and it certainly appears isn t either
5003,@patriciacpeter AHAHAHAHA OMG! Youre so tumto hahah. You'll need a tracking chip on your child from birth until 18 years old lol,twitter,0,ahahahaha omg youre tumto hahah need tracking chip child birth 18 years old lol,ahahahaha omg youre so tumto hahah you need a tracking chip on your child from birth until 18 years old lol
5004,About to send lori my 16th message cause me no have no pride ☺️,twitter,0,send lori 16th message cause pride,about to send lori my 16th message cause me no have no pride
5005,2.52 million youth age 18 - 34 years in South Africa say FNB is their main bank for all banking transactions,twitter,0,million youth age 18 34 years south africa say fnb main bank banking transactions,million youth age 18 34 years in south africa say fnb is their main bank for all banking transactions
5006,"Most men die at 27, we just bury them at 72. --Mark Twain",twitter,0,men die 27 bury 72 mark twain,most men die at 27 we just bury them at 72 mark twain
5007,"#SofiaCoppola​ was born #onthisday in 1971 (age 44), New York City, USA. #film http://t.co/4EbKUE6IlV",twitter,0,born onthisday 1971 age 44 new york city usa film http,was born onthisday in 1971 age 44 new york city usa film http
5008,Happy 18th Birthday Kisses! #KissesADecadeAnd8,twitter,0,happy 18th birthday kisses kissesadecadeand8,happy 18th birthday kisses kissesadecadeand8
5009,The next flight I get on will be my 14th in the past year #cabinfever,twitter,0,next flight get 14th past year cabinfever,the next flight i get on will be my 14th in the past year cabinfever
5010,"For a grown up 25 years old man, isn't he s cute? 😂#GOT7 #MarkTuan https://t.co/YQEf0SrfvW",twitter,0,grown 25 years old man cute got7 marktuan https,for a grown up 25 years old man is he s cute got7 marktuan https
5011,Lol I just looked up my orders on amazon alone and so far I’m at 19 movies in the past month. Like 😐 holy shit but hey I love my movies. And that doesn’t include the 2 movies I got from iTunes,twitter,0,lol looked orders amazon alone far 19 movies past month like holy shit hey love movies include 2 movies got itunes,lol i just looked up my orders on amazon alone and so far i m at 19 movies in the past month like holy shit but hey i love my movies and that doesn t include the 2 movies i got from itunes
